"","subsidary","shopid","yyyymm","n_customer","n_item","n_trx","quantile_Amt"
"3393","B",119,"201410",4,93,116,"2588-5040-7870-16350"
"3394","B",119,"201411",6,85,110,"2790-4786-9900-17556"
"3395","B",119,"201412",2,57,81,"2300-4120-9120-13000"
"3396","B",119,"201501",6,95,117,"2700-4290-8540-15028"
"3397","B",119,"201502",7,102,123,"2915-4800-9350-16320"
"3398","B",119,"201503",4,79,106,"2792-4500-9000-18340"
"3399","B",119,"201504",3,78,112,"2488-4485-11200-21196"
"3400","B",119,"201505",3,60,81,"3900-6400-14900-19000"
"3401","B",119,"201506",4,93,134,"2972-6570-10975-17558"
"3402","B",119,"201507",6,92,133,"2920-5000-10900-16740"
"3403","B",119,"201508",2,54,74,"2830-4965-10895-19560"
"3404","B",119,"201509",2,52,59,"2475-5920-9950-19320"
"3405","B",119,"201510",3,62,81,"2750-4050-8000-15800"
"3406","B",119,"201511",2,36,38,"2168-4500-12900-23160"
"3407","B",119,"201512",4,32,35,"3035-5330-11850-27000"
"3408","B",120,"201401",2,15,16,"4948-10450-20195-36200"
"3409","B",120,"201403",2,21,21,"3170-4950-6240-9600"
"3410","B",120,"201404",1,2,2,"10575-13650-16725-18570"
"3411","B",120,"201406",1,1,1,"12862-12862-12862-12862"
"3412","B",120,"201407",4,22,23,"3270-6000-13940-26000"
"3413","B",120,"201408",1,7,7,"3040-5000-6200-7260"
"3414","B",120,"201409",2,9,10,"3425-4900-17025-26700"
"3415","B",120,"201410",2,16,16,"2675-4240-7725-14800"
"3416","B",120,"201412",1,1,1,"59500-59500-59500-59500"
"3417","B",120,"201501",2,23,24,"1935-2885-5335-11946"
"3418","B",120,"201502",3,12,12,"2300-2960-17000-47150"
"3419","B",120,"201503",1,1,1,"8550-8550-8550-8550"
"3420","B",120,"201505",1,6,6,"3375-4740-5670-10850"
"3421","B",120,"201507",3,58,68,"2375-4490-7410-17870"
"3422","B",120,"201508",4,54,64,"1918-3100-4922-12440"
"3423","B",120,"201509",1,2,2,"5275-7350-9425-10670"
"3424","B",120,"201510",1,4,4,"4000-8500-16582-24831"
"3425","B",120,"201511",1,7,7,"1535-6300-8300-11220"
"3426","B",120,"201512",1,5,5,"2190-2500-3280-5332"
"3427","B",121,"201401",3,26,28,"3390-5365-13450-70400"
"3428","B",121,"201402",2,18,22,"2222-4950-5970-9620"
"3429","B",121,"201403",2,13,16,"4135-10190-31560-33675"
"3430","B",121,"201404",3,26,29,"2400-4000-6000-12940"
"3431","B",121,"201405",2,15,16,"3450-8400-12090-26250"
"3432","B",121,"201406",2,23,24,"1565-3165-6368-10000"
"3433","B",121,"201407",2,23,28,"2385-3690-6975-12350"
"3434","B",121,"201408",3,29,35,"2000-3600-6290-12920"
"3435","B",121,"201409",5,46,48,"1500-3900-7258-15358"
"3436","B",121,"201410",4,26,29,"2000-3580-6000-12100"
"3437","B",121,"201411",2,11,11,"1480-2030-4840-5900"
"3438","B",121,"201412",2,23,23,"2650-4250-8430-10610"
"3439","B",121,"201501",1,1,1,"15000-15000-15000-15000"
"3440","B",121,"201502",3,9,9,"2500-5000-13800-17800"
"3441","B",121,"201503",1,1,1,"14000-14000-14000-14000"
"3442","B",121,"201504",2,19,19,"2275-4500-6775-11592"
"3443","B",121,"201505",2,6,6,"5000-5455-5978-6290"
"3444","B",121,"201506",1,5,5,"2950-3800-6300-8964"
"3445","B",121,"201507",2,4,4,"3150-4100-8125-15190"
"3446","B",121,"201508",2,20,20,"2462-4140-6028-8199"
"3447","B",121,"201509",6,32,35,"2740-6980-14955-47720"
"3448","B",121,"201511",2,2,2,"252575-378450-504325-579850"
"3449","B",121,"201512",1,12,13,"2980-3980-6100-8300"
"3450","B",122,"201401",3,3,3,"29875-35000-35200-35320"
"3451","B",122,"201402",3,9,9,"4000-10000-21900-41990"
"3452","B",122,"201403",1,4,4,"5570-7950-10312-10875"
"3453","B",122,"201404",3,17,17,"1980-4160-8480-10840"
"3454","B",122,"201405",2,7,11,"5950-10000-12750-12750"
"3455","B",122,"201406",2,2,5,"12750-12750-19800-19800"
"3456","B",122,"201407",2,7,9,"7500-9000-16800-24600"
"3457","B",122,"201408",2,22,25,"2200-2800-4000-9720"
"3458","B",122,"201409",1,9,11,"3775-7200-11316-17250"
"3459","B",122,"201410",4,31,34,"2532-5100-9750-22085"
"3460","B",122,"201411",2,8,9,"5100-7500-19150-26460"
"3461","B",122,"201412",1,3,4,"4172-5096-6609-8404"
"3462","B",122,"201501",1,6,7,"6430-9600-12720-27504"
"3463","B",122,"201502",1,4,5,"3980-7200-7200-31680"
"3464","B",122,"201503",3,4,5,"2980-4000-25800-73200"
"3465","B",122,"201504",1,1,1,"2950-2950-2950-2950"
"3466","B",122,"201505",1,3,3,"2490-2980-3440-3716"
"3467","B",122,"201507",1,5,5,"990-7600-8000-8564"
"3468","B",122,"201508",1,1,1,"12000-12000-12000-12000"
"3469","B",122,"201509",2,8,8,"2188-5450-17225-106130"
"3470","B",122,"201510",2,4,5,"2380-9600-9600-19320"
"3471","B",122,"201511",2,12,13,"3200-7200-17800-23910"
"3472","B",122,"201512",2,12,15,"3124-4800-7200-17824"
"3473","B",123,"201401",3,37,42,"3038-4765-8295-15900"
"3474","B",123,"201403",1,9,9,"3000-5900-16600-24220"
"3475","B",123,"201404",1,17,19,"2795-3650-5500-12000"
"3476","B",123,"201405",1,1,1,"5850-5850-5850-5850"
"3477","B",123,"201406",1,10,10,"2988-4275-7075-10010"
"3478","B",123,"201408",2,41,50,"3185-5845-9975-16745"
"3479","B",123,"201409",1,6,6,"2950-3200-6630-8620"
"3480","B",123,"201410",2,24,30,"3325-5747-11175-15100"
"3481","B",123,"201412",3,51,53,"2700-5900-10800-22774"
"3482","B",123,"201501",3,15,15,"2390-3800-6145-10120"
"3483","B",123,"201502",2,6,6,"2550-3450-4500-33850"
"3484","B",123,"201505",1,19,19,"2540-5300-13570-29358"
"3485","B",123,"201506",1,7,8,"2212-3465-5925-9432"
"3486","B",123,"201507",5,36,52,"2620-4440-10125-18970"
"3487","B",123,"201508",2,21,22,"3675-5710-9150-28260"
"3488","B",123,"201509",3,27,27,"4375-6100-10490-27480"
"3489","B",123,"201510",2,17,18,"1985-2892-5750-10317"
"3490","B",123,"201512",3,12,12,"2970-4300-7795-7990"
"3491","B",124,"201407",1,2,2,"6050-6200-6350-6440"
"3492","B",124,"201409",1,1,1,"10000-10000-10000-10000"
"3493","B",124,"201410",6,10,12,"5975-7600-12500-27050"
"3494","B",124,"201412",1,4,4,"9060-14790-23550-32100"
"3495","B",124,"201501",1,2,2,"9200-12400-15600-17520"
"3496","B",124,"201502",2,3,4,"2445-4040-6490-8596"
"3497","B",124,"201505",1,1,1,"99900-99900-99900-99900"
"3498","B",124,"201508",1,2,2,"27400-44800-62200-72640"
"3499","B",125,"201401",6,52,57,"2750-4680-7950-10900"
"3500","B",125,"201402",5,33,36,"2040-3500-5130-6490"
"3501","B",125,"201403",4,50,53,"3000-4300-6000-9960"
"3502","B",125,"201404",3,32,39,"1785-2750-4890-7740"
"3503","B",125,"201405",3,22,30,"3170-6000-9659-11350"
"3504","B",125,"201406",4,36,44,"1975-3560-8825-10000"
"3505","B",125,"201407",6,34,39,"1500-3950-6800-10380"
"3506","B",125,"201408",6,57,77,"1880-2500-4980-7412"
"3507","B",125,"201409",4,18,23,"4125-6000-6925-11580"
"3508","B",125,"201410",3,34,40,"1840-3880-7120-8930"
"3509","B",125,"201411",4,42,48,"2895-4285-7545-24195"
"3510","B",125,"201412",4,48,56,"2392-4000-6353-14500"
"3511","B",125,"201501",3,23,29,"3780-5000-6000-8020"
"3512","B",125,"201502",3,29,41,"2400-3800-5000-8980"
"3513","B",125,"201503",3,34,43,"2700-5000-7900-9600"
"3514","B",125,"201504",10,83,120,"2138-3870-6500-10112"
"3515","B",125,"201505",5,36,39,"2940-4650-6000-11820"
"3516","B",125,"201506",10,79,106,"2020-3725-7112-10000"
"3517","B",125,"201507",6,66,91,"2075-4950-7500-15000"
"3518","B",125,"201508",7,48,71,"3000-5000-9155-17600"
"3519","B",125,"201509",6,53,60,"2395-3475-6000-9060"
"3520","B",125,"201510",6,53,66,"1902-3500-6375-9900"
"3521","B",125,"201511",8,92,110,"2552-4350-7900-13530"
"3522","B",125,"201512",6,52,59,"3265-5000-13060-19408"
"3523","B",126,"201401",8,95,133,"2040-3620-6960-10496"
"3524","B",126,"201402",6,31,57,"2000-4030-8940-11412"
"3525","B",126,"201403",10,77,112,"3000-4970-9100-19890"
"3526","B",126,"201404",6,30,48,"1990-3615-8825-10122"
"3527","B",126,"201405",8,51,71,"2245-4030-9100-10920"
"3528","B",126,"201406",6,42,67,"2786-4800-9100-11976"
"3529","B",126,"201407",7,51,82,"2180-4550-7700-11913"
"3530","B",126,"201408",6,47,66,"1980-2975-5838-9100"
"3531","B",126,"201409",4,57,86,"2965-4480-7000-12920"
"3532","B",126,"201410",7,44,61,"3000-6000-9900-30000"
"3533","B",126,"201411",5,34,44,"2625-5550-9000-27430"
"3534","B",126,"201412",8,54,74,"2550-5000-8500-14790"
"3535","B",126,"201501",8,72,104,"3090-5840-9810-19850"
"3536","B",126,"201502",8,61,83,"2940-4800-8500-11920"
"3537","B",126,"201503",5,52,75,"2080-3650-7760-9960"
"3538","B",126,"201504",8,60,80,"2052-4000-8500-13975"
"3539","B",126,"201505",9,60,77,"2300-4180-8380-11812"
"3540","B",126,"201506",6,54,77,"2980-4820-8520-16680"
"3541","B",126,"201507",8,60,85,"3100-6000-8500-12827"
"3542","B",126,"201508",11,73,109,"2680-3900-8500-13980"
"3543","B",126,"201509",5,63,97,"1980-3500-7500-9100"
"3544","B",126,"201510",8,115,140,"2400-5340-9115-21350"
"3545","B",126,"201511",9,64,85,"2800-4000-8300-16740"
"3546","B",126,"201512",7,72,103,"3820-7500-9900-19480"
"3547","B",127,"201401",2,8,9,"2880-3380-6860-38600"
"3548","B",127,"201403",5,20,22,"2985-5325-10050-22330"
"3549","B",127,"201404",3,6,7,"2915-2980-7325-24990"
"3550","B",127,"201405",3,19,19,"2720-6000-11130-20620"
"3551","B",127,"201406",3,16,16,"2565-6100-13280-17500"
"3552","B",127,"201407",2,17,17,"2400-3700-6000-11956"
"3553","B",127,"201409",1,2,2,"4920-5860-6800-7364"
"3554","B",127,"201410",6,29,31,"1880-4630-8940-15200"
"3555","B",127,"201411",2,5,5,"1920-2300-2380-11632"
"3556","B",127,"201412",3,14,14,"2545-5400-7750-16056"
"3557","B",127,"201501",2,8,8,"3002-4242-4880-5469"
"3558","B",127,"201502",4,21,21,"1980-2520-5500-17400"
"3559","B",127,"201503",4,35,35,"2675-4000-7615-9552"
"3560","B",127,"201505",3,38,40,"1275-2975-4050-10020"
"3561","B",127,"201506",1,9,9,"2500-3500-6500-12820"
"3562","B",127,"201508",3,22,23,"1730-3000-4025-14760"
"3563","B",127,"201509",5,27,30,"1350-2520-5798-9140"
"3564","B",127,"201510",3,15,16,"1480-4925-14062-97075"
"3565","B",127,"201511",1,1,1,"62100-62100-62100-62100"
"3566","B",127,"201512",1,1,1,"3e+05-3e+05-3e+05-3e+05"
"3567","B",128,"201401",7,71,97,"2400-4500-9500-19800"
"3568","B",128,"201402",4,25,28,"2150-3890-10580-14000"
"3569","B",128,"201403",1,9,9,"1120-3200-7900-13240"
"3570","B",128,"201404",4,51,57,"2250-3980-7620-13298"
"3571","B",128,"201405",6,43,63,"1505-3600-7050-11104"
"3572","B",128,"201406",3,21,22,"1119-2075-3470-7882"
"3573","B",128,"201407",2,17,20,"1995-3050-5175-7708"
"3574","B",128,"201408",3,25,26,"3035-5450-7800-24750"
"3575","B",128,"201409",5,67,81,"1980-3400-7200-14200"
"3576","B",128,"201410",3,7,7,"11100-39000-93000-163600"
"3577","B",128,"201411",3,11,11,"3035-5300-12840-28000"
"3578","B",128,"201412",6,44,61,"1800-2850-6000-10800"
"3579","B",128,"201501",6,63,81,"1950-3450-6900-14000"
"3580","B",128,"201502",3,9,12,"942-1650-8150-18710"
"3581","B",128,"201503",3,7,9,"2280-9900-28500-52000"
"3582","B",128,"201504",4,26,33,"1176-2400-5000-7944"
"3583","B",128,"201505",7,56,73,"1980-2980-6100-9900"
"3584","B",128,"201506",4,28,37,"1320-4010-11000-28200"
"3585","B",128,"201507",10,81,111,"1805-3150-5900-10000"
"3586","B",128,"201508",9,76,92,"1700-3475-7145-18890"
"3587","B",128,"201509",7,66,73,"2000-3800-6900-13560"
"3588","B",128,"201510",7,71,84,"1560-3510-8910-25831"
"3589","B",128,"201511",2,18,21,"1070-3200-12240-39100"
"3590","B",128,"201512",5,55,85,"2320-6500-14200-40780"
"3591","B",129,"201401",2,1,3,"90500-91000-98000-102200"
"3592","B",129,"201402",1,1,3,"78000-88000-93500-96800"
"3593","B",129,"201403",3,1,5,"80000-80000-96000-100800"
"3594","B",129,"201404",1,1,5,"61000-88000-91000-95200"
"3595","B",129,"201405",2,1,3,"89000-98000-99500-100400"
"3596","B",129,"201406",2,1,3,"80000-90000-98000-102800"
"3597","B",129,"201407",1,1,3,"59500-69000-85500-95400"
"3598","B",129,"201408",1,1,3,"81500-95000-95000-95000"
"3599","B",129,"201409",1,1,4,"55000-75500-95250-95700"
"3600","B",129,"201410",1,1,3,"66000-93000-95500-97000"
"3601","B",129,"201411",1,1,3,"91500-92000-93000-93600"
"3602","B",129,"201412",1,1,6,"81500-86000-86750-87000"
"3603","B",129,"201501",1,1,2,"69750-72500-75250-76900"
"3604","B",129,"201502",1,1,7,"64500-71000-75000-79800"
"3605","B",129,"201503",1,1,4,"51250-61500-70500-73200"
"3606","B",129,"201505",1,1,1,"48000-48000-48000-48000"
"3607","B",129,"201506",1,1,1,"77000-77000-77000-77000"
"3608","B",129,"201508",1,1,1,"52000-52000-52000-52000"
"3609","B",129,"201510",1,1,1,"61000-61000-61000-61000"
"3610","B",129,"201511",1,1,1,"21000-21000-21000-21000"
"3611","B",129,"201512",1,1,1,"57000-57000-57000-57000"
"3612","B",130,"201403",1,1,1,"70000-70000-70000-70000"
"3613","B",130,"201503",1,1,1,"50000-50000-50000-50000"
"3614","B",130,"201508",1,1,1,"30000-30000-30000-30000"
"3615","B",130,"201510",1,1,1,"40000-40000-40000-40000"
"3616","B",132,"201401",4,1,7,"50000-60000-80000-87400"
"3617","B",132,"201402",5,1,11,"55000-83000-97500-1e+05"
"3618","B",132,"201403",2,1,4,"76250-90000-102500-107000"
"3619","B",132,"201404",4,1,7,"77500-90000-95000-102000"
"3620","B",132,"201405",5,1,8,"47500-64000-83250-94500"
"3621","B",132,"201406",3,1,7,"57500-87000-94429-98715"
"3622","B",132,"201407",5,1,10,"54500-76500-97250-100500"
"3623","B",132,"201408",4,1,12,"67500-72500-81300-98520"
"3624","B",132,"201409",5,1,8,"53500-60000-72250-79300"
"3625","B",132,"201410",4,1,11,"45000-60000-70000-79000"
"3626","B",132,"201411",7,1,16,"43750-65000-70000-77500"
"3627","B",132,"201412",5,1,11,"56202-65000-78134-82000"
"3628","B",132,"201501",7,1,17,"30000-60000-64000-68200"
"3629","B",132,"201502",4,1,5,"55000-60000-65000-67400"
"3630","B",132,"201503",5,1,9,"40000-63000-72000-89800"
"3631","B",132,"201504",4,1,9,"30000-50000-68000-74435"
"3632","B",132,"201505",3,1,5,"40000-40000-76000-78400"
"3633","B",132,"201506",4,1,4,"37500-51500-71500-86800"
"3634","B",132,"201507",4,1,6,"40000-40000-67000-76500"
"3635","B",132,"201508",4,1,7,"35000-60000-69000-71600"
"3636","B",132,"201509",2,1,3,"50000-60000-65000-68000"
"3637","B",132,"201510",2,1,2,"57750-65500-73250-77900"
"3638","B",132,"201511",3,1,4,"53750-59000-64000-65800"
"3639","B",132,"201512",4,1,8,"49750-56000-59972-63442"
"3640","B",133,"201401",1,1,1,"36000-36000-36000-36000"
"3641","B",133,"201404",1,1,1,"80000-80000-80000-80000"
"3642","B",133,"201405",1,1,1,"70000-70000-70000-70000"
"3643","B",133,"201406",1,1,1,"62000-62000-62000-62000"
"3644","B",133,"201407",2,1,2,"35750-40500-45250-48100"
"3645","B",133,"201408",1,1,1,"60000-60000-60000-60000"
"3646","B",133,"201409",2,1,2,"47500-55000-62500-67000"
"3647","B",133,"201411",1,1,1,"50000-50000-50000-50000"
"3648","B",133,"201412",1,1,1,"36777-36777-36777-36777"
"3649","B",133,"201502",1,1,1,"43000-43000-43000-43000"
"3650","B",133,"201503",1,1,1,"43000-43000-43000-43000"
"3651","B",133,"201504",2,1,2,"44250-50500-56750-60500"
"3652","B",133,"201505",1,1,1,"60000-60000-60000-60000"
"3653","B",133,"201506",1,1,1,"20000-20000-20000-20000"
"3654","B",133,"201507",1,1,1,"33000-33000-33000-33000"
"3655","B",133,"201508",1,1,4,"58000-66000-70250-70700"
"3656","B",133,"201509",1,1,1,"30000-30000-30000-30000"
"3657","B",134,"201501",1,1,1,"49000-49000-49000-49000"
"3658","B",134,"201504",1,1,2,"47750-56500-65250-70500"
"3659","B",134,"201505",2,1,4,"50000-52000-60500-72200"
"3660","B",134,"201506",1,1,1,"84000-84000-84000-84000"
"3661","B",134,"201507",1,1,3,"40500-42000-51000-56400"
"3662","B",134,"201508",2,1,2,"46524-49682-52841-54736"
"3663","B",134,"201509",1,1,2,"45500-53000-60500-65000"
"3664","B",134,"201510",1,1,2,"28750-36500-44250-48900"
"3665","B",134,"201511",1,1,1,"39000-39000-39000-39000"
"3666","B",134,"201512",1,1,2,"40250-40500-40750-40900"
"3667","B",135,"201401",1,1,1,"12800-12800-12800-12800"
"3668","B",135,"201406",2,2,2,"10525-12150-13775-14750"
"3669","B",135,"201407",1,1,1,"11990-11990-11990-11990"
"3670","B",135,"201408",2,3,3,"3750-5000-9450-12120"
"3671","B",135,"201410",1,9,9,"5850-11300-11600-24320"
"3672","B",135,"201501",1,10,10,"3585-5140-7835-10570"
"3673","B",135,"201504",1,8,8,"5198-7950-13700-22010"
"3674","B",135,"201506",1,7,7,"3120-7400-11790-15360"
"3675","B",135,"201507",3,8,8,"13850-19950-23648-29055"
"3676","B",135,"201508",1,9,9,"1680-4460-9120-14280"
"3677","B",135,"201509",1,1,1,"8500-8500-8500-8500"
"3678","B",135,"201510",4,17,21,"9900-11000-14900-43000"
"3679","B",135,"201512",1,16,16,"4345-5740-9432-23350"
"3680","C",1,"201401",100,461,6473,"1700-2990-5500-10000"
"3681","C",1,"201402",100,449,5684,"1590-2990-5490-9900"
"3682","C",1,"201403",100,469,6414,"1690-3000-5618-9660"
"3683","C",1,"201404",105,461,6271,"1660-2990-5500-9900"
"3684","C",1,"201405",99,457,6567,"1500-2950-5000-9660"
"3685","C",1,"201406",101,454,6341,"1500-2970-4990-8990"
"3686","C",1,"201407",100,459,6859,"1500-2980-5000-8982"
"3687","C",1,"201408",97,458,6818,"1500-2900-4990-8850"
"3688","C",1,"201409",101,476,6232,"1660-2990-5600-9980"
"3689","C",1,"201410",103,459,6291,"1590-2990-5180-9900"
"3690","C",1,"201411",98,450,5574,"1650-2990-5190-8990"
"3691","C",1,"201412",104,455,6395,"1690-2990-5048-9000"
"3692","C",1,"201501",102,449,6115,"1690-2990-5399-9000"
"3693","C",1,"201502",99,448,5391,"1680-2990-5500-10000"
"3694","C",1,"201503",103,450,5946,"1690-2990-5300-8990"
"3695","C",1,"201504",94,449,6305,"1650-2990-5100-8900"
"3696","C",1,"201505",100,443,6292,"1500-2900-5000-9000"
"3697","C",1,"201506",94,465,6451,"1490-2800-4980-8900"
"3698","C",1,"201507",98,449,6443,"1500-2750-4980-8380"
"3699","C",1,"201508",98,443,6187,"1500-2780-4980-8600"
"3700","C",1,"201509",102,457,6041,"1480-2700-4980-8900"
"3701","C",1,"201510",99,461,6330,"1440-2500-4960-8001"
"3702","C",1,"201511",104,456,5873,"1500-2970-4990-8968"
"3703","C",1,"201512",103,458,6165,"1500-2800-4980-8700"
"3704","C",2,"201405",1,1,1,"1000-1000-1000-1000"
"3705","C",2,"201406",2,5,5,"590-990-1000-5188"
"3706","C",2,"201408",1,1,3,"4497000-6006000-6183000-6289200"
"3707","C",2,"201411",1,2,2,"1390-1920-2450-2768"
"3708","C",2,"201412",2,11,11,"995-1420-2725-4350"
"3709","C",2,"201501",1,4,4,"4695-7990-10550-11540"
"3710","C",2,"201502",1,4,4,"890-955-1232-1651"
"3711","C",2,"201504",2,10,11,"990-1200-3800-8990"
"3712","C",2,"201505",1,3,3,"745-990-6445-9718"
"3713","C",2,"201507",2,9,9,"1180-1700-3800-5514"
"3714","C",2,"201508",1,2,2,"9900-9900-9900-9900"
"3715","C",2,"201509",4,26,26,"1918-3750-6425-9504"
"3716","C",2,"201510",1,2,2,"1032-1155-1278-1351"
"3717","C",2,"201512",2,2,2,"4920-7920-10920-12720"
"3718","C",3,"201401",3,79,131,"1440-2800-6990-12900"
"3719","C",3,"201402",2,53,67,"1180-2650-5485-9180"
"3720","C",3,"201403",1,39,58,"1170-2270-4725-9062"
"3721","C",3,"201404",2,47,71,"1000-2380-5525-8700"
"3722","C",3,"201405",4,72,99,"1990-3490-7000-11320"
"3723","C",3,"201406",3,95,165,"1500-3000-4990-8990"
"3724","C",3,"201407",2,57,89,"1000-2490-4990-9124"
"3725","C",3,"201408",2,77,110,"1452-3690-6700-10141"
"3726","C",3,"201409",4,84,120,"1735-2910-5698-9952"
"3727","C",3,"201410",2,50,61,"1653-2600-5000-8250"
"3728","C",3,"201411",1,50,81,"1650-2900-4800-8441"
"3729","C",3,"201412",2,49,58,"2265-3670-5998-8822"
"3730","C",3,"201501",2,43,59,"1490-2490-4490-6992"
"3731","C",3,"201502",2,28,35,"2700-4990-8950-9960"
"3732","C",3,"201503",2,41,57,"1990-3300-5960-11000"
"3733","C",3,"201504",3,57,89,"1990-3120-5380-8958"
"3734","C",3,"201505",1,52,70,"1758-3465-5695-9530"
"3735","C",3,"201506",1,45,57,"1800-2980-5920-11260"
"3736","C",3,"201507",1,22,34,"1540-2975-3980-6357"
"3737","C",3,"201508",1,46,56,"1965-3795-6420-11200"
"3738","C",3,"201509",1,32,33,"1990-2690-4980-7954"
"3739","C",3,"201510",1,37,46,"1790-3365-5448-10450"
"3740","C",3,"201511",1,27,30,"1920-2450-4708-9908"
"3741","C",3,"201512",1,37,43,"1755-3450-6716-9841"
"3742","C",4,"201403",1,8,8,"2935-3950-5490-7887"
"3743","C",4,"201405",1,9,9,"1650-3990-5000-8190"
"3744","C",4,"201408",1,3,3,"10495-12000-20950-26320"
"3745","C",4,"201409",1,5,5,"1000-4990-8990-18536"
"3746","C",4,"201410",1,3,3,"2440-2980-3240-3396"
"3747","C",4,"201412",1,1,1,"1590-1590-1590-1590"
"3748","C",4,"201501",1,3,3,"540-1040-4470-6528"
"3749","C",4,"201507",1,2,2,"5625-8250-10875-12450"
"3750","C",4,"201509",1,2,2,"4868-7745-10622-12349"
"3751","C",4,"201510",1,1,1,"12700-12700-12700-12700"
"3752","C",4,"201512",1,2,2,"1122-1745-2368-2741"
"3753","C",5,"201506",1,2,2,"1838-2385-2932-3261"
"3754","C",5,"201507",1,4,4,"2825-3275-3685-4108"
"3755","C",5,"201508",2,12,16,"1498-3385-4538-5850"
"3756","C",5,"201509",1,1,1,"59900-59900-59900-59900"
"3757","C",5,"201510",1,4,4,"1845-6505-12260-14492"
"3758","C",6,"201401",3,23,54,"1980-1980-2000-6487"
"3759","C",6,"201402",3,36,77,"1040-1980-2121-4666"
"3760","C",6,"201403",1,29,62,"1980-2000-2940-4961"
"3761","C",6,"201404",2,27,46,"1080-1995-2985-5780"
"3762","C",6,"201405",2,12,27,"1060-1980-1995-2000"
"3763","C",6,"201406",4,25,43,"1020-1980-2130-3744"
"3764","C",6,"201407",2,29,76,"1390-1980-2172-3380"
"3765","C",6,"201408",2,25,66,"1000-1980-2000-3170"
"3766","C",6,"201409",2,20,65,"1000-1980-2000-2424"
"3767","C",6,"201410",2,66,153,"1040-2000-4480-8335"
"3768","C",6,"201411",3,67,149,"1000-1980-3500-5181"
"3769","C",6,"201412",3,69,161,"1000-1990-3990-6880"
"3770","C",6,"201501",2,60,145,"1040-2000-3650-6164"
"3771","C",6,"201502",4,54,123,"1000-1990-3000-6849"
"3772","C",6,"201503",2,57,125,"1000-1990-3800-7980"
"3773","C",6,"201504",3,44,111,"853-1060-2135-6344"
"3774","C",6,"201505",2,63,155,"1000-1992-3490-8033"
"3775","C",6,"201506",5,59,111,"1000-2080-3985-7960"
"3776","C",6,"201507",4,55,120,"1000-2120-5653-16390"
"3777","C",6,"201508",4,62,126,"1040-2080-4980-10517"
"3778","C",6,"201509",6,75,149,"1000-2000-4050-7932"
"3779","C",6,"201510",4,50,122,"1525-2840-5370-11895"
"3780","C",6,"201511",3,50,112,"1000-2080-4838-22933"
