"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"1262",8748,"F","35技~39技","065",21,830292,39538,88,65,2378978,36600,173,126,4578848,36340,299,"0"
"1263",472,"M","60技捞惑","055",17,506590,29799,66,46,983567,21382,105,76,1561350,20544,160,"0"
"1264",9332,"F","30技~34技","075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1265",4676,"F","45技~49技","055",18,517822,28768,18,50,1141979,22840,53,100,2090772,20908,100,"0"
"1266",7333,"M","40技~44技","047",27,619214,22934,86,75,1797825,23971,154,105,2640941,25152,222,"0"
"1267",19160,"F","40技~44技","047",13,641906,49377,46,52,2021991,38884,109,112,3451555,30817,193,"0"
"1268",7201,"F","40技~44技","055",11,176199,16018,36,37,942059,25461,105,82,2174757,26521,200,"0"
"1269",12647,"F","55技~59技","055",20,567266,28363,63,41,1636897,39924,100,78,2815901,36101,170,"0"
"1270",15771,"F","45技~49技","055",4,122272,30568,20,12,345402,28784,46,78,2175293,27888,157,"0"
"1271",4039,"F","45技~49技","024",7,340808,48687,44,20,1016408,50820,90,35,1867320,53352,149,"0"
"1272",15652,"F","35技~39技","055",19,311785,16410,57,41,1463560,35697,90,84,2110081,25120,161,"0"
"1273",4445,"F","45技~49技","055",8,422759,52845,50,29,1491413,51428,101,53,2195972,41433,140,"0"
"1274",15204,"F","50技~54技","010",1,148100,148100,17,4,304742,76186,28,7,520594,74371,47,"1"
"1275",60,"F","60技捞惑","013",25,458818,18353,49,68,1051784,15467,83,141,2880009,20426,174,"0"
"1276",226,"M","60技捞惑","047",16,278690,17418,19,53,1191462,22480,57,104,2052574,19736,108,"0"
"1277",7590,"F","40技~44技","013",13,398980,30691,19,54,1379240,25541,50,111,3317213,29885,100,"0"
"1278",14336,"F","50技~54技","013",3,157890,52630,9,9,579190,64354,30,15,1005546,67036,51,"0"
"1279",13760,"F","35技~39技","016",25,565048,22602,40,80,2080725,26009,70,154,4106700,26667,133,"0"
"1280",2733,"F","50技~54技","013",20,546879,27344,41,62,1682780,27142,91,126,3104697,24640,159,"0"
"1281",10190,"F","45技~49技","013",17,525676,30922,43,58,1757895,30309,91,135,3974549,29441,181,"0"
"1282",1836,"F","55技~59技","055",14,392320,28023,36,75,1720038,22934,99,155,3466728,22366,180,"0"
"1283",2230,"F","50技~54技","055",6,505270,84212,42,18,1213818,67434,63,46,2750698,59798,127,"0"
"1284",7889,"F","35技~39技","055",5,124880,24976,7,23,544630,23680,34,44,1418510,32239,54,"0"
"1285",11178,"F","55技~59技","055",3,42650,14217,7,9,168000,18667,16,14,260740,18624,27,"0"
"1286",2491,"F","50技~54技","055",18,305354,16964,37,60,1005374,16756,69,104,1682956,16182,115,"0"
"1287",2590,"F","50技~54技","055",13,679717,52286,59,44,2144881,48747,139,73,3403594,46625,211,"0"
"1288",479,"F","60技捞惑","055",11,273440,24858,44,42,633146,15075,78,79,1265054,16013,136,"0"
"1289",11022,"F","45技~49技","055",5,147760,29552,22,14,658550,47039,46,25,1358320,54333,76,"0"
"1290",8941,"M","35技~39技","055",14,479990,34285,22,51,4931402,96694,76,92,6402202,69589,128,"0"
"1291",1086,"F","55技~59技","055",12,385099,32092,48,50,2167534,43351,101,111,3619277,32606,194,"0"
"1292",9892,"F","25技~29技","055",15,562010,37467,21,31,973006,31387,48,59,1787473,30296,133,"0"
"1293",14868,"F","40技~44技","024",5,187040,37408,26,9,485654,53962,46,14,1034185,73870,97,"0"
"1294",1438,"M","55技~59技","055",8,173019,21627,30,29,1158665,39954,83,55,2087557,37956,148,"0"
"1295",3771,"F","45技~49技","055",5,167280,33456,21,19,570679,30036,65,40,1289338,32233,120,"0"
"1296",875,"F","55技~59技","055",19,970260,51066,27,55,2410333,43824,95,105,4084725,38902,185,"0"
"1297",8494,"F","35技~39技","055",18,498893,27716,41,42,1273811,30329,84,82,2469414,30115,172,"0"
"1298",15931,"F","30技~34技","049",28,749051,26752,80,54,1265020,23426,128,109,2748172,25213,226,"0"
"1299",5837,"F","40技~44技","010",17,470533,27678,77,47,1373642,29226,164,105,3068003,29219,304,"0"
"1300",14131,"F","55技~59技","047",16,183740,11484,24,51,597704,11720,78,113,1886155,16692,150,"0"
"1301",6469,"F","40技~44技","047",18,339130,18841,58,51,1170382,22949,128,102,2265451,22210,228,"0"
"1302",12579,"F","45技~49技","047",12,530751,44229,60,56,2123756,37924,137,111,4124888,37161,236,"0"
"1303",16310,"F","35技~39技","016",20,351101,17555,32,54,1054871,19535,80,94,1831305,19482,149,"0"
"1304",12509,"F","40技~44技","016",16,384064,24004,50,39,1058613,27144,99,78,2359618,30252,174,"0"
"1305",15322,"F","30技~34技","055",13,285554,21966,17,16,316854,19803,19,40,1010074,25252,58,"0"
"1306",11850,"F","50技~54技","016",16,219511,13719,37,58,937352,16161,112,134,1850273,13808,189,"0"
"1307",3153,"F","50技~54技","060",13,193061,14851,45,43,835319,19426,113,87,1889743,21721,197,"0"
"1308",14495,"F","60技捞惑","055",11,83982,7635,16,36,368192,10228,50,91,1486577,16336,124,"0"
"1309",18770,"F","60技捞惑","055",13,543481,41806,80,44,1525926,34680,134,100,3434269,34343,242,"0"
"1310",8149,"F","35技~39技","055",13,362647,27896,45,48,1190612,24804,84,86,2212112,25722,145,"0"
"1311",16060,"M","60技捞惑","055",25,466272,18651,40,65,1192425,18345,76,130,2090190,16078,137,"0"
"1312",702,"F","60技捞惑","013",19,195641,10297,21,59,487840,8268,58,124,1085241,8752,124,"0"
"1313",10038,"F","45技~49技","016",34,626835,18436,51,68,1526928,22455,93,145,3513239,24229,177,"0"
"1314",3944,"F","45技~49技","013",29,923758,31854,68,86,2369323,27550,127,170,4675068,27500,225,"0"
"1315",9474,"F","30技~34技","016",4,333617,83404,26,8,857150,107144,47,12,1385261,115438,75,"0"
"1316",11792,"F","45技~49技","013",5,285960,57192,18,18,618680,34371,28,30,1122300,37410,47,"0"
"1317",2642,"F","50技~54技","013",1,52550,52550,5,3,111690,37230,12,8,352873,44109,33,"0"
"1318",5551,"F","45技~49技","013",27,204770,7584,12,78,557106,7142,29,137,1292439,9434,63,"0"
"1319",2608,"F","50技~54技","013",1,39890,39890,2,1,39890,39890,2,4,307630,76908,24,"0"
"1320",4230,"F","45技~49技","013",3,400942,133647,23,5,950508,190102,39,10,1373568,137357,56,"0"
"1321",12551,"F","50技~54技","013",33,4162710,126143,6,69,14263562,206718,33,117,43416342,371080,81,"0"
"1322",3711,"M","45技~49技","013",7,322730,46104,16,15,768570,51238,39,33,1907601,57806,106,"0"
"1323",547,"M","60技捞惑","065",21,3079361,146636,21,60,8316691,138612,39,150,13554678,90365,80,"0"
"1324",10417,"F","40技~44技","016",12,317074,26423,29,44,906603,20605,75,68,1372850,20189,119,"0"
"1325",4945,"F","45技~49技","013",22,776516,35296,26,64,1805643,28213,60,123,2876163,23383,111,"0"
"1326",5512,"F","45技~49技","016",1,91280,91280,6,6,243334,40556,14,12,468424,39035,31,"0"
"1327",4662,"F","45技~49技","027",2,226540,113270,16,4,493670,123418,35,7,982800,140400,69,"0"
"1328",14886,"F","50技~54技","075",12,284340,23695,30,34,606085,17826,57,78,1103458,14147,100,"0"
"1329",13832,"M","50技~54技","055",29,1130761,38992,103,77,2550688,33126,136,126,4002258,31764,213,"0"
"1330",3925,"F","45技~49技","055",16,343140,21446,38,53,1310169,24720,88,108,2644147,24483,165,"0"
"1331",2732,"F","50技~54技","055",15,608208,40547,57,63,1400992,22238,123,112,2941579,26264,249,"0"
"1332",4474,"F","45技~49技","055",9,759776,84420,50,22,1395296,63423,94,33,1988848,60268,120,"0"
"1333",449,"F","60技捞惑","055",18,399913,22217,41,52,1490056,28655,91,95,2722226,28655,167,"0"
"1334",2779,"F","50技~54技","047",9,943912,104879,68,28,2420365,86442,117,62,6510404,105007,201,"0"
"1335",7248,"F","40技~44技","055",12,304938,25412,50,41,1035619,25259,108,81,2132357,26325,184,"0"
"1336",4670,"F","45技~49技","055",5,283395,56679,19,6,320985,53498,21,18,530715,29484,35,"0"
"1337",17391,"F","45技~49技","055",15,370302,24687,33,42,918926,21879,68,87,1847995,21241,132,"0"
"1338",4607,"F","45技~49技","055",18,418113,23228,63,70,3480060,49715,142,128,4923475,38465,247,"0"
"1339",1158,"F","55技~59技","047",17,175720,10336,37,58,534210,9211,84,104,1247483,11995,167,"0"
"1340",1659,"F","55技~59技","047",15,1219868,81325,54,33,1855768,56235,105,56,2736177,48860,186,"0"
"1341",14287,"F","30技~34技","047",5,210450,42090,18,26,716487,27557,83,60,1639420,27324,154,"0"
"1342",10983,"F","50技~54技","047",21,384490,18309,61,95,1671754,17597,149,199,3853593,19365,289,"0"
"1343",11837,"F","40技~44技","055",20,449592,22480,29,56,1134755,20263,59,92,1835286,19949,90,"0"
"1344",9804,"F","30技~34技","055",3,305052,101684,33,8,626132,78266,43,21,1206176,57437,97,"0"
"1345",14418,"F","30技~34技","055",22,663258,30148,63,66,1840974,27894,145,115,3198991,27817,247,"0"
"1346",7211,"F","40技~44技","055",10,302154,30215,32,30,1024653,34155,87,94,3140770,33412,172,"0"
"1347",6022,"F","40技~44技","055",9,655628,72848,54,24,1635323,68138,98,49,3219639,65707,182,"0"
"1348",10585,"F","60技捞惑","055",16,403835,25240,54,53,1701806,32110,129,100,4050171,40502,240,"0"
"1349",1625,"F","55技~59技","052",21,779868,37137,37,76,2326910,30617,102,151,4146235,27459,204,"0"
"1350",4177,"F","45技~49技","055",NA,NA,NA,NA,4,175730,43932,8,15,415126,27675,27,"0"
"1351",15354,"F","30技~34技","087",13,481092,37007,47,47,1983240,42197,116,118,5198468,44055,241,"0"
"1352",15356,"F","30技~34技","055",9,338525,37614,32,22,899960,40907,65,45,2082758,46284,160,"0"
"1353",2723,"F","50技~54技","055",15,213130,14209,30,71,1443794,20335,111,133,3161358,23770,224,"0"
"1354",6429,"F","40技~44技","049",8,255640,31955,11,24,382048,15919,26,45,590156,13115,48,"0"
"1355",2847,"F","50技~54技","060",20,219020,10951,20,76,818560,10771,49,158,1887322,11945,104,"0"
"1356",2034,"F","50技~54技","055",17,837142,49244,65,49,2704504,55194,114,105,5070296,48289,216,"0"
"1357",8050,"M","35技~39技","055",9,273930,30437,34,26,1263334,48590,90,48,2223084,46314,150,"0"
"1358",9205,"F","35技~39技","055",8,323800,40475,9,44,1763760,40085,55,74,2891972,39081,101,"0"
"1359",8843,"F","35技~39技","055",1,47300,47300,2,3,63800,21267,4,32,1149538,35923,61,"0"
"1360",18321,"F","25技~29技","055",11,145150,13195,20,33,462190,14006,54,65,1447910,22276,139,"0"
"1361",16572,"F","25技~29技","055",10,61220,6122,11,44,697896,15861,53,87,1237616,14225,75,"0"
"1362",2452,"F","50技~54技","049",13,425270,32713,29,37,1102053,29785,84,74,1850810,25011,150,"0"
"1363",16135,"F","45技~49技","055",23,1279291,55621,102,52,2488051,47847,163,103,4596380,44625,283,"0"
"1364",14557,"F","40技~44技","055",19,576774,30357,79,47,1043395,22200,135,98,2780434,28372,241,"0"
"1365",5980,"F","40技~44技","055",17,1045752,61515,99,48,2419608,50408,149,94,4477434,47632,275,"0"
"1366",15123,"M","30技~34技","055",18,433206,24067,56,66,1994359,30218,151,151,4064744,26919,257,"0"
"1367",123,"F","60技捞惑","055",23,579031,25175,48,65,1338104,20586,93,125,2763158,22105,178,"0"
"1368",2869,"F","50技~54技","055",25,811397,32456,86,66,2080747,31526,157,130,3547576,27289,261,"0"
"1369",3916,"F","45技~49技","055",4,98755,24689,22,9,258249,28694,37,27,1081366,40051,86,"0"
"1370",17844,"F","45技~49技","055",7,168560,24080,17,40,952530,23813,48,78,1696710,21753,86,"0"
"1371",1542,"M","55技~59技","055",16,377310,23582,40,54,1210947,22425,106,113,2931767,25945,215,"0"
"1372",7957,"M","35技~39技","079",3,98810,32937,13,23,102457610,4454679,78,75,712708130,9502775,125,"0"
"1373",6427,"F","40技~44技","024",NA,NA,NA,NA,NA,NA,NA,NA,8,134704,16838,21,"0"
"1374",13113,"F","40技~44技","010",17,650054,38238,43,55,1905550,34646,116,112,3508647,31327,204,"0"
"1375",9163,"F","35技~39技","055",15,972041,64803,68,46,1926071,41871,93,126,3426029,27191,160,"0"
"1376",15844,"M","60技捞惑","055",23,390758,16989,47,59,859395,14566,95,101,1393758,13800,145,"0"
"1377",16297,"F","45技~49技","013",17,1222804,71930,23,51,5103019,100059,63,116,11678880,100680,155,"0"
"1378",7643,"F","40技~44技","055",15,836595,55773,73,39,1727451,44294,121,79,3003071,38014,189,"0"
"1379",16226,"F","30技~34技","055",4,146660,36665,23,7,280360,40051,39,20,730180,36509,75,"0"
"1380",4645,"F","45技~49技","016",9,530051,58895,62,23,1573816,68427,130,43,3232738,75180,249,"0"
"1381",3744,"F","45技~49技","016",1,58980,58980,12,2,91635,45818,19,8,296175,37022,48,"0"
"1382",7194,"F","40技~44技","049",1,22800,22800,1,5,108260,21652,5,18,586126,32563,52,"0"
"1383",18728,"M","25技~29技","013",2,84130,42065,16,5,174794,34959,38,7,240504,34358,49,"0"
"1384",7166,"M","40技~44技","047",23,464972,20216,61,61,1031596,16911,110,119,2564011,21546,190,"0"
"1385",370,"F","60技捞惑","055",21,708176,33723,54,48,1481580,30866,113,85,2527742,29738,187,"0"
"1386",17437,"F","25技~29技","072",3,27580,9193,7,7,68080,9726,9,20,247610,12380,20,"0"
"1387",18671,"M","45技~49技","065",19,405866,21361,52,63,1295486,20563,122,129,2387270,18506,205,"0"
"1388",11646,"F","45技~49技","055",12,210040,17503,23,35,998609,28532,79,80,2204465,27556,178,"0"
"1389",2303,"F","50技~54技","049",12,533210,44434,22,30,1033900,34463,39,66,1618538,24523,85,"0"
"1390",5919,"F","40技~44技","055",2,147670,73835,12,8,348503,43563,39,23,1196913,52040,101,"0"
"1391",17493,"M","40技~44技","016",24,750993,31291,68,48,1237555,25782,89,77,1795994,23325,133,"0"
"1392",8799,"F","35技~39技","016",4,253620,63405,17,20,922617,46131,55,58,2289716,39478,145,"0"
"1393",13253,"F","45技~49技","013",31,669655,21602,38,63,1284102,20383,79,113,2792411,24712,168,"0"
"1394",726,"F","60技捞惑","055",26,2519160,96891,26,62,3518626,56752,64,127,4982910,39236,137,"0"
"1395",4837,"M","45技~49技","069",21,892790,42514,57,41,1651375,40277,94,74,3139457,42425,197,"0"
"1396",1145,"M","55技~59技","039",17,323526,19031,22,75,924398,12325,38,148,1700845,11492,70,"0"
"1397",5949,"F","40技~44技","016",2,18780,9390,2,4,43350,10838,9,7,93100,13300,22,"1"
"1398",5019,"F","45技~49技","016",19,687229,36170,66,59,2254003,38203,166,125,4669431,37355,311,"0"
"1399",7431,"M","40技~44技","016",19,387220,20380,64,51,859170,16846,114,99,1586018,16020,202,"0"
"1400",10291,"F","50技~54技","016",13,338580,26045,30,25,767249,30690,52,76,2740647,36061,184,"0"
"1401",7869,"M","35技~39技","016",17,666444,39203,73,65,1980459,30469,154,137,5843887,42656,288,"0"
"1402",10737,"F","60技捞惑","016",18,512354,28464,49,47,1680170,35748,105,84,2962551,35268,171,"0"
"1403",1869,"F","50技~54技","016",18,1010200,56122,52,45,2983653,66303,96,93,8195352,88122,213,"0"
"1404",12671,"F","55技~59技","016",14,252320,18023,23,37,497795,13454,37,93,976254,10497,68,"0"
"1405",10658,"F","45技~49技","016",25,793416,31737,83,72,2292506,31840,165,140,4472060,31943,309,"0"
"1406",11977,"F","50技~54技","016",18,296554,16475,35,42,743920,17712,63,86,1953132,22711,149,"0"
"1407",4777,"F","45技~49技","016",8,366117,45765,48,14,792090,56578,87,25,1461471,58459,141,"0"
"1408",11667,"F","30技~34技","016",17,659510,38795,65,47,1817018,38660,126,87,2972173,34163,219,"0"
"1409",3414,"F","50技~54技","016",8,383855,47982,46,19,915751,48197,90,37,1798213,48600,166,"0"
"1410",6984,"F","40技~44技","016",36,2040889,56691,113,78,3851749,49381,190,135,6957474,51537,336,"0"
"1411",16740,"F","20技~24技","016",18,311647,17314,52,47,886142,18854,117,101,1946295,19270,205,"0"
"1412",7901,"M","35技~39技","033",22,2005914,91178,51,60,6184800,103080,107,88,9342278,106162,170,"0"
"1413",10833,"F","40技~44技","049",5,99610,19922,17,17,381538,22443,55,38,857290,22560,111,"0"
"1414",1636,"F","55技~59技","049",33,519744,15750,84,75,1147148,15295,132,127,2093202,16482,230,"0"
"1415",624,"F","60技捞惑","049",21,480604,22886,59,51,1472910,28881,118,86,2513798,29230,201,"0"
"1416",7608,"F","40技~44技","049",26,1033157,39737,115,76,2418387,31821,194,144,4067416,28246,297,"0"
"1417",2419,"F","50技~54技","049",20,500708,25035,56,61,2314304,37939,136,121,3862461,31921,230,"0"
"1418",17243,"F","40技~44技","047",18,261150,14508,40,67,963581,14382,81,132,2001118,15160,163,"0"
"1419",7280,"F","40技~44技","049",2,74452,37226,9,5,128922,25784,11,10,283302,28330,26,"0"
"1420",150,"F","60技捞惑","055",15,359045,23936,41,56,1438921,25695,87,123,3419298,27799,185,"0"
"1421",7788,"F","40技~44技","055",38,718723,18914,68,91,1629795,17910,102,134,7341657,54788,155,"0"
"1422",584,"F","60技捞惑","016",NA,NA,NA,NA,1,5000,5000,1,8,291373,36422,35,"1"
"1423",17895,"F","60技捞惑","055",27,902540,33427,61,71,2572724,36236,143,129,4700905,36441,225,"0"
"1424",2274,"F","50技~54技","055",19,1048928,55207,89,57,3064171,53757,193,125,6403828,51231,349,"0"
"1425",2203,"F","50技~54技","047",24,817159,34048,83,52,2025126,38945,137,102,3970230,38924,243,"0"
"1426",16055,"F","50技~54技","047",18,298918,16607,44,50,1272157,25443,114,101,2486100,24615,199,"0"
"1427",13610,"F","45技~49技","047",10,297000,29700,53,39,806712,20685,93,94,1692542,18006,172,"0"
"1428",16302,"F","60技捞惑","055",16,713876,44617,41,56,2407717,42995,142,115,4669838,40607,251,"0"
"1429",74,"F","60技捞惑","055",3,42300,14100,3,3,42300,14100,3,15,192450,12830,15,"0"
"1430",4110,"F","45技~49技","055",7,466130,66590,14,7,466130,66590,14,16,885781,55361,30,"0"
"1431",3594,"F","45技~49技","055",13,319488,24576,20,33,1377882,41754,66,64,2508203,39191,124,"0"
"1432",11135,"F","55技~59技","060",11,227190,20654,11,51,1658259,32515,55,95,2633681,27723,101,"0"
"1433",9859,"F","25技~29技","055",6,346900,57817,46,13,533100,41008,77,56,2140831,38229,189,"0"
"1434",578,"F","60技捞惑","055",6,487558,81260,50,22,1337362,60789,92,34,2198018,64648,150,"0"
"1435",4459,"F","45技~49技","016",5,294810,58962,28,17,792764,46633,70,38,1462764,38494,125,"0"
"1436",11366,"F","50技~54技","016",7,177290,25327,26,41,1644520,40110,94,112,4538273,40520,216,"0"
"1437",15930,"F","30技~34技","016",29,686592,23676,63,44,1197731,27221,102,92,2156480,23440,187,"0"
"1438",2811,"F","50技~54技","016",7,218122,31160,27,18,563928,31329,63,33,996811,30206,106,"0"
"1439",6677,"F","40技~44技","016",5,442950,88590,51,19,1156763,60882,78,31,1648704,53184,128,"0"
"1440",2190,"F","50技~54技","049",13,272190,20938,44,43,972569,22618,117,77,1838791,23880,208,"0"
"1441",2943,"F","50技~54技","060",17,672264,39545,47,46,1466128,31872,104,99,2584139,26102,181,"0"
"1442",5427,"F","45技~49技","060",40,1219291,30482,97,98,3018754,30804,177,183,5791064,31645,318,"0"
"1443",4099,"F","45技~49技","016",17,817760,48104,74,67,2604667,38876,166,146,5449784,37327,316,"0"
"1444",17356,"F","25技~29技","055",12,435470,36289,11,54,6012070,111335,37,104,10174970,97836,70,"0"
"1445",11116,"F","40技~44技","047",27,642842,23809,53,70,1484346,21205,107,134,2823326,21070,229,"0"
"1446",4379,"M","45技~49技","039",15,435455,29030,31,47,1244991,26489,81,106,8532926,80499,157,"0"
"1447",8916,"F","35技~39技","079",22,698360,31744,63,65,1708138,26279,95,151,4357194,28856,210,"0"
"1448",16201,"M","60技捞惑","055",24,359383,14974,48,69,1401782,20316,110,129,2679497,20771,202,"0"
"1449",10794,"F","55技~59技","055",7,149797,21400,23,16,342597,21412,32,44,1741261,39574,91,"0"
"1450",677,"M","60技捞惑","055",14,296136,21153,58,57,1006910,17665,121,112,2019526,18031,217,"0"
"1451",730,"F","60技捞惑","055",16,974651,60916,56,57,2680641,47029,129,132,5674087,42986,225,"0"
"1452",11660,"F","50技~54技","055",NA,NA,NA,NA,1,2000,2000,1,4,64830,16208,6,"0"
"1453",14262,"M","35技~39技","055",17,690865,40639,54,43,1464133,34050,96,78,2617265,33555,173,"0"
"1454",2420,"M","50技~54技","055",20,663820,33191,59,50,1771780,35436,134,106,4219158,39803,257,"0"
"1455",14879,"F","45技~49技","055",25,827048,33082,45,72,2701614,37522,113,111,5489024,49451,179,"0"
